Step,numberOfAcceptedPeleSteps,currentEnergy,bindingEnergy,ligandSASA,ligandRMSD,L1_C8-H38_OG,H38_HG-H175_ND1,H175_HE2-H40_OE2,H175_HE2-H40_OE1,epoch,trajectory,Cluster
5,2,-3949.08,1.46486,0.243364,5.16631,8.60087,2.88518,13.2098,11.8456,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_2.xtc,17
10,3,-3962.47,-6.9544,0.423354,6.9116,7.91898,2.82954,13.1259,11.7499,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_2.xtc,4
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_3.xtc,-
1,1,-3954.4,-2.04954,0.343205,2.182,8.10181,3.61401,1.59069,3.73186,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_3.xtc,0
7,2,-3965.68,-4.8796,0.420232,2.74893,7.53374,3.47919,1.62132,3.74867,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_3.xtc,0
9,3,-3979.67,-7.64073,0.348265,2.32838,7.27728,3.39505,1.60861,3.73271,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_3.xtc,0
10,4,-3984.19,-2.34789,0.404856,2.94118,7.08109,3.36212,1.60749,3.68392,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_3.xtc,5
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_4.xtc,-
1,1,-3923.46,2.43898,0.420975,2.42661,6.99464,4.14579,7.2604,7.5162,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_4.xtc,0
2,2,-3945.48,2.0281,0.526313,2.02448,7.10323,4.13251,7.37526,7.57966,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_4.xtc,0
3,3,-3967.4,-5.64179,0.425637,4.63387,4.33935,3.39984,12.6909,11.2198,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_4.xtc,7
8,4,-3964.26,-0.146527,0.541353,2.57102,6.303,3.40201,12.699,11.2001,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_4.xtc,9
11,5,-3968.34,-4.60982,0.502155,5.81156,4.47992,2.52938,12.7289,11.2606,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_4.xtc,13
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_5.xtc,-
1,1,-3951.61,6.95083,0.392985,1.8467,7.23782,4.19964,7.69387,7.36561,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_5.xtc,0
5,2,-3959.19,-11.4443,0.334209,3.97608,6.08063,3.58611,11.519,10.0697,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_5.xtc,7
7,3,-3966.48,-6.41415,0.456167,2.21444,8.6333,3.56249,7.96378,6.73221,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_5.xtc,0
13,4,-3980.85,-1.1326,0.590594,3.35217,9.66987,3.43432,9.72687,11.2067,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_5.xtc,0
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_6.xtc,-
1,1,-3946.51,-4.32775,0.496693,3.15867,7.01805,5.762,5.49868,6.96823,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_6.xtc,0
2,2,-3949.09,-2.47852,0.503879,4.18854,6.2883,5.76178,5.52366,6.98423,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_6.xtc,17
3,3,-3958.54,-2.67338,0.52305,3.84538,6.04237,5.59848,5.82036,7.16645,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_6.xtc,26
4,4,-3970.44,-1.15985,0.492651,3.18883,6.22805,5.64829,5.83274,7.07078,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_6.xtc,9
7,5,-3970.71,-4.64302,0.582979,4.06477,5.81614,4.68176,7.82822,7.74433,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_6.xtc,26
8,6,-3974.5,3.385,0.601542,4.95645,6.32235,4.69659,7.92,7.9889,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_6.xtc,14
10,7,-3977.33,2.61988,0.681615,4.88935,6.74093,4.56096,7.86822,8.19649,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_6.xtc,14
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_7.xtc,-
1,1,-3882.77,13.2588,0.389684,1.97661,8.44853,6.11695,3.89064,1.99692,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_7.xtc,-
3,2,-3944.26,-6.81486,0.50127,3.17691,6.97317,5.15768,3.78793,4.78057,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_7.xtc,0
11,3,-3950.36,-3.44859,0.434763,6.32761,5.6397,4.27697,7.14598,7.33644,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_7.xtc,4
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_8.xtc,-
1,1,-3925.4,-10.8679,0.379769,3.26322,8.02136,6.10707,1.46433,3.53423,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_8.xtc,0
3,2,-3964.37,-4.17003,0.481385,3.9409,8.97931,7.35903,1.44483,3.55124,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_8.xtc,26
5,3,-3966.38,-4.83753,0.485103,2.96944,8.93987,7.57033,1.4218,3.36389,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_8.xtc,0
6,4,-3976.83,0.000203052,0.517937,2.56996,8.91954,7.5978,1.48077,3.45932,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_8.xtc,0
7,5,-3988.77,-2.38989,0.447908,3.31094,9.02253,7.71462,3.53423,1.56287,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_8.xtc,0
8,6,-3986.76,-0.295068,0.434279,3.34375,9.69707,7.80133,3.56643,1.57247,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_8.xtc,0
9,7,-3987.89,-9.21416,0.475965,5.74641,6.8421,7.85547,3.49547,1.47779,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_8.xtc,14
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_9.xtc,-
1,1,-3935.62,-3.75667,0.423994,2.62702,5.96587,6.35629,5.9773,6.10758,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_9.xtc,0
8,2,-3928.26,3.63777,0.516133,2.48562,6.90111,5.20845,8.96054,8.13079,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_9.xtc,0
9,3,-3950.72,5.23629,0.481399,2.93094,5.87522,4.1148,7.58612,7.59677,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_9.xtc,0
10,4,-3964.13,0.496598,0.626658,2.78579,5.75883,4.11327,7.60385,7.58477,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_9.xtc,9
12,5,-3972.21,0.348523,0.573775,3.73527,6.70674,4.11322,7.67961,7.64797,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_9.xtc,9
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_10.xtc,-
1,1,-3938.7,-3.76597,0.317526,2.52682,6.42181,6.33319,5.91669,6.13944,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_10.xtc,0
5,2,-3936.82,-7.24098,0.383556,3.01666,6.9653,4.71435,4.2271,4.74499,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_10.xtc,0
6,3,-3954.29,5.83696,0.465238,2.64681,7.6217,4.81199,4.27548,4.83052,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_10.xtc,0
8,4,-3964.34,0.66013,0.367945,2.70905,6.7045,4.81541,4.32049,4.88208,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_10.xtc,0
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_11.xtc,-
1,1,-3907.51,-2.42338,0.43567,2.2005,8.05927,3.58203,11.4611,9.79492,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_11.xtc,0
3,2,-3975.52,-6.99395,0.382423,2.00699,8.78768,5.07831,3.75646,1.64245,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_11.xtc,0
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_12.xtc,-
1,1,-3938.37,-4.05817,0.490666,2.79106,6.95735,1.92789,3.72198,1.52785,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_12.xtc,0
5,2,-3937.39,12.9921,0.478051,3.30437,6.26135,7.65914,4.40235,2.53873,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_12.xtc,9
7,3,-3958.47,-9.0529,0.559701,2.76535,6.6814,5.22626,3.51876,2.34209,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_12.xtc,9
10,4,-3971.45,-2.03508,0.429202,3.62508,4.49237,5.31116,3.29177,2.17014,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_12.xtc,9
13,5,-3973.58,-1.86746,0.620727,3.22432,5.86616,5.27812,3.32111,2.12995,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_12.xtc,9
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_13.xtc,-
1,1,-3930.19,-14.4366,0.282393,4.91028,5.31007,7.42427,11.3888,9.44241,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_13.xtc,10
9,2,-3931.06,-3.47549,0.454885,6.20295,6.28275,6.36591,5.50746,3.68057,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_13.xtc,4
10,3,-3929.28,-0.747434,0.395136,6.45177,6.0355,4.50271,2.7924,3.97278,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_13.xtc,4
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_14.xtc,-
1,1,-3960.48,-0.966758,0.45176,1.84235,6.72582,4.41178,7.5694,7.18459,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_14.xtc,0
5,2,-3959.36,0.538861,0.519402,2.33355,6.90692,5.2701,8.64067,8.02875,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_14.xtc,9
6,3,-3978.29,-1.72835,0.609153,3.26859,6.72948,5.22489,8.62509,8.01889,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_14.xtc,26
8,4,-3989.49,0.125502,0.601581,3.12164,7.38886,5.1243,8.5705,7.92198,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_14.xtc,9
9,5,-3993.46,-2.82277,0.576513,4.71309,6.80883,5.86601,5.573,6.12793,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_14.xtc,26
10,6,-3991.39,1.89781,0.72112,3.9105,7.42859,5.88786,5.62096,6.1543,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_14.xtc,9
12,7,-3997.44,-3.57862,0.757795,4.07274,8.70491,5.86768,5.5843,6.15166,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_14.xtc,9
0,0,-3808.91,51.1948,0.403644,0.271224,7.00542,2.06031,1.74183,3.82752,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_15.xtc,-
1,1,-3950.2,-4.53539,0.471906,2.56382,8.15651,6.39368,6.8142,5.19562,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_15.xtc,0
2,2,-3954.43,-5.62184,0.516845,3.84417,8.73051,6.37988,6.82045,5.20813,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_15.xtc,0
3,3,-3964.84,-2.91136,0.517753,2.65019,7.82683,5.96902,7.15192,5.47433,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_15.xtc,0
5,4,-3964.31,-4.03196,0.535274,3.14877,8.45575,6.25811,7.20066,5.56358,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_15.xtc,0
6,5,-3961.12,3.54597,0.546365,3.83011,8.7143,6.3651,7.18587,5.51684,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_15.xtc,0
10,6,-3979.88,-4.60147,0.534278,4.85127,7.31611,6.43876,7.23878,5.57111,0,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/0/trajectory_15.xtc,7
0,0,-3917.08,-3.51461,0.466793,6.20276,6.2732,6.36624,5.50917,3.68274,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_1.xtc,-
1,1,-3929.04,5.46461,0.227299,5.12593,7.72894,3.43336,8.44586,8.14477,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_1.xtc,17
5,2,-3944.75,-5.83155,0.321326,5.13272,7.57836,3.25994,5.05492,5.42325,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_1.xtc,3
8,3,-3953.09,4.78676,0.254009,6.23012,7.75813,3.4495,5.09525,5.4152,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_1.xtc,3
0,0,-3917.08,-3.51461,0.466793,6.20276,6.2732,6.36624,5.50917,3.68274,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_2.xtc,-
2,1,-3934.63,-1.93746,0.518522,6.30334,6.69306,6.67743,10.9478,8.90366,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_2.xtc,4
3,2,-3937.98,-12.1906,0.501674,5.73662,6.0701,2.76348,11.5505,9.43113,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_2.xtc,14
4,3,-3935.9,-3.74386,0.538428,5.94761,6.55472,2.51248,11.6498,9.56053,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_2.xtc,14
6,4,-3952.75,-4.36664,0.649213,5.60746,7.96278,2.48611,11.6595,9.61841,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_2.xtc,14
8,5,-3953.87,-1.92905,0.723698,6.3577,7.41828,2.41544,11.7291,9.71688,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_2.xtc,14
9,6,-3950.83,-11.2802,0.545188,5.84605,8.07464,2.54865,11.5315,9.95551,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_2.xtc,14
0,0,-3915.42,-0.736507,0.403081,6.45121,6.03037,4.49755,2.79419,3.97697,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_3.xtc,-
3,1,-3914.28,-11.5206,0.434974,6.20426,7.25723,3.30856,3.75634,1.5492,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_3.xtc,4
4,2,-3945.68,5.40735,0.321261,6.33178,6.78127,3.26555,3.70059,1.51622,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_3.xtc,3
7,3,-3952.03,5.23954,0.482706,6.03389,6.25124,3.23797,3.49243,1.46798,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_3.xtc,4
9,4,-3959.05,-5.44832,0.413421,6.37548,6.71694,3.28608,3.329,1.36429,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_3.xtc,4
0,0,-3915.42,-0.736507,0.403081,6.45121,6.03037,4.49755,2.79419,3.97697,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_4.xtc,-
2,1,-3935.62,-3.88215,0.509674,6.25476,6.80657,4.48738,2.79259,3.97129,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_4.xtc,4
8,2,-3935.41,2.63985,0.507525,6.60957,6.74114,4.53453,2.07854,3.94583,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_4.xtc,4
10,3,-3966.27,-4.05983,0.581111,6.50292,8.06122,4.54379,1.78837,3.65916,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_4.xtc,4
0,0,-3942.41,-5.5928,0.526973,3.84269,8.73212,6.38057,6.82062,5.20801,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,-
1,1,-3952.99,-11.0972,0.618893,3.22868,7.43323,6.35021,6.96888,5.3577,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,9
7,2,-3953.04,-1.091,0.702262,3.67093,6.93812,6.25705,7.37919,6.58859,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,9
